,,tau,tau,tau,T,T,g,g,# of events
,,mean,std,std (mean),mean,std,mean,std,
l,theta,,,,,,,,
30,5,5.5009999999999994,0.05087020520675911,0.01608657134935155,1.1001999999999998,0.00321731426987031,9.784479106711665,0.06024396283765975,10
60,5,7.779000000000001,0.05466056876558983,0.01728518954995222,1.5558,0.0034570379099904437,9.78596037269778,0.04449722211355085,10
100,5,10.0366,0.03441341058777565,0.0034413410587775654,2.00732,0.0006882682117555131,9.797753597964164,0.00878306083116392,100
120,5,10.976,0.024585451886114627,0.007774602526460483,2.1952000000000003,0.0015549205052920966,9.830889049228288,0.014708248065760618,10
150,5,12.290000000000001,0.04294699575575033,0.013581032524975547,2.458,0.0027162065049951096,9.801380260224686,0.021988031123618648,10
